Year Month Tmax Tmin PAR Prec CO2 O3
1800 1 -7.6 -17.1 135.43 179.3 281.48 0
1800 2 -7.5 -19.3 205.53 41.3 281.87 0
1800 3 -0.4 -11.3 354.39 102.6 282.21 0
1800 4 7.8 -2 462.05 77.9 282.46 0
1800 5 22.7 8.9 491.23 33.9 282.4 0
1800 6 24 12.8 470.2 74 281.68 0
1800 7 27.1 14.7 502.88 39.8 280.04 0
1800 8 24.2 12.5 461.54 126 278.44 0
1800 9 17.4 5.5 336.56 50.6 278.41 0
1800 10 11.6 2.7 194.04 85.7 279.45 0
1800 11 4.8 -5.3 93.94 87.5 280.46 0
1800 12 -4.2 -14.1 94.17 104.2 281.1 0
1801 1 -4.8 -16.1 136.98 80 281.57 0
1801 2 -5.4 -18.1 190.02 96.5 281.95 0
1801 3 4.3 -4.7 360.2 94.7 282.3 0
1801 4 10.3 -0.1 331.73 74.7 282.54 0
1801 5 16.3 6 514.53 175.8 282.49 0
1801 6 24.5 12.5 432.55 82.8 281.76 0
1801 7 26.4 14.4 438.73 90.7 280.13 0
1801 8 25.9 14.8 451.94 206.2 278.53 0
1801 9 17.7 7.3 265.81 158.5 278.49 0
1801 10 12.8 2.9 187.44 137.2 279.54 0
1801 11 3.1 -3.3 107.11 54.4 280.54 0
1801 12 -2.1 -10.3 71.09 158.2 281.18 0
1802 1 -3.2 -17.2 122.94 72.1 281.65 0
1802 2 -4.1 -14.5 187.47 87.6 282.03 0
1802 3 2.6 -6.3 338.1 61.5 282.38 0
1802 4 10.9 -0.7 467.33 39.4 282.62 0
1802 5 15.3 4.6 479.08 124.2 282.57 0
1802 6 20.8 9.6 501.68 125.7 281.84 0
1802 7 25.3 14.6 493.6 183.9 280.2 0
1802 8 21.8 13.2 483.06 48.3 278.6 0
1802 9 20.6 9.4 371.01 48.5 278.57 0
1802 10 15.2 4.1 184.32 102.6 279.61 0
1802 11 6.6 -2.1 109.07 351.5 280.61 0
1802 12 1.4 -10 81.54 161 281.25 0
1803 1 -7.5 -18.4 145.56 83.8 281.72 0
1803 2 -7.3 -20.6 221.06 85.1 282.1 0
1803 3 3.7 -8.2 367.13 74.2 282.45 0
1803 4 9.3 -1 398.66 108.7 282.69 0
1803 5 18.9 6.8 487.22 66 282.64 0
1803 6 24.7 11.7 392.4 106.4 281.92 0
1803 7 24.2 11.8 497.05 102.6 280.28 0
1803 8 25.2 13 437.54 56.6 278.68 0
1803 9 18.3 8.6 345.15 100.3 278.65 0
1803 10 11.8 4.1 221.82 125.2 279.69 0
1803 11 3.7 -3.8 130.1 34.5 280.7 0
1803 12 -4.6 -12.8 67.1 89.2 281.34 0
1804 1 -9.3 -19.3 135.43 87.6 281.81 0
1804 2 -7.6 -17.1 205.53 37.1 282.2 0
